x1,x2,y
-0.487361877,-0.500825989,-1
2.981182089,2.77959759,1
1.288353141,0.699793772,-1
3.281487307,3.376055766,1
1.243461595,-0.899313929,-1
2.630206499,4.522124619,1
1.57971704,0.47292176,-1
3.102933472,4.052481614,1
0.316617082,0.646014157,-1
4.664879966,2.114099749,1
5.427714153,2.889489094,1
1.505697254,5.318004962,1
5.79627577,2.019861244,1
-1.231992844,-0.083635572,-1
4.154762304,2.573821631,1
1.970325812,5.34496444,1
0.132870016,1.88550272,-1
0.346857964,0.812605911,-1
0.211962356,0.068069469,-1
0.524472494,-0.017913733,-1
-1.048700902,-0.492722872,-1
0.326350214,-0.876720027,-1
2.428737174,3.910392964,1
0.121039192,0.412917199,-1
0.580705731,-1.248464265,-1
2.103181423,5.661859899,1
0.833053451,0.851815229,-1
1.546846245,4.121423025,1
4.111717493,4.916886852,1
-1.392440077,-1.927559182,-1
-0.22037418,-0.378266219,-1
2.446295336,3.534551704,1
0.608842483,0.907610252,-1
2.849745374,5.119100928,1
0.08852774,-0.263654033,-1
0.384004681,-1.632856139,-1
5.513911568,1.836874683,1
1.375028746,0.056579854,-1
0.96341841,-1.486159708,-1
-0.389884734,0.114693321,-1
3.9855759,2.958433034,1
1.216542333,-1.199208183,-1
-0.1738937,-0.24666853,-1
0.427067071,0.429935014,-1
-0.904106993,-1.240467455,-1
1.092937716,-1.019016918,-1
2.14706967,4.033585822,1
6.313512121,2.814361213,1
3.885888122,3.418759154,1
1.491253936,1.340477829,-1
-0.928499317,0.545808568,-1
-0.102104821,0.947297048,-1
1.522815378,-0.504239469,-1
2.278157574,4.006229309,1
0.996799123,4.662492255,1
5.613600488,1.692380422,1
-0.318843908,0.280100595,-1
3.059127247,4.64841108,1
0.727721912,-0.336601324,-1
-0.931373697,1.304217252,-1
1.601163914,5.979797637,1
0.620259776,0.21641969,-1
1.556320903,4.504388111,1
-0.142416851,-0.946674238,-1
4.377057302,3.054936958,1
0.235550471,0.80285301,-1
3.681829928,3.690484879,1
-3.000573382,0.064905247,-1
2.783718335,2.150794699,1
1.459812498,3.254592693,1
-0.179084838,0.462371896,-1
3.413359864,4.015487721,1
2.536341155,4.468480152,1
-0.363135837,-2.05303254,-1
2.228417066,3.887373762,1
